valence,arousal,dominance
0.698,0.61,0.613
0.709,0.425,0.37
0.375,0.562,0.735
0.75,0.685,0.615
0.74,0.765,0.596
0.582,0.571,0.726
0.529,0.49,0.538
0.531,0.481,0.57
0.418,0.135,0.217
0.65,0.683,0.645
0.714,0.613,0.85
0.652,0.292,0.462
0.667,0.291,0.42
0.643,0.275,0.447
0.76,0.333,0.5
0.817,0.306,0.537
0.542,0.5,0.634
0.562,0.635,0.669
0.5,0.39,0.422
0.438,0.406,0.534
0.885,0.51,0.782
0.833,0.48,0.789
0.724,0.491,0.75
0.67,0.548,0.845
0.775,0.343,0.749
0.636,0.52,0.89
0.592,0.592,0.934
0.521,0.567,0.817
0.772,0.596,0.821
0.76,0.458,0.815
0.667,0.635,0.773
0.235,0.5,0.447
0.367,0.337,0.404
0.571,0.569,0.5
0.909,0.462,0.582
0.735,0.284,0.629
0.551,0.439,0.616
0.542,0.577,0.727
0.735,0.565,0.473
0.781,0.62,0.625
0.578,0.402,0.632
0.562,0.433,0.664
0.753,0.625,0.534
0.656,0.52,0.577
0.781,0.349,0.891
0.594,0.462,0.632
0.252,0.65,0.538
0.765,0.204,0.45
0.622,0.471,0.509
0.8,0.43,0.603
0.796,0.544,0.6
0.844,0.356,0.623
0.265,0.915,0.683
0.198,0.726,0.352
0.633,0.41,0.567
0.073,0.867,0.559
0.337,0.865,0.67
0.143,0.88,0.717
0.677,0.36,0.377
0.492,0.45,0.393
0.684,0.28,0.455
0.582,0.442,0.432
0.253,0.569,0.492
0.296,0.606,0.528
0.074,0.663,0.525
0.51,0.388,0.465
0.5,0.36,0.467
0.708,0.646,0.741
0.615,0.7,0.644
0.582,0.459,0.593
0.677,0.255,0.287
0.427,0.442,0.415
0.47,0.481,0.466
0.457,0.433,0.309
0.448,0.264,0.276
0.667,0.469,0.741
0.729,0.412,0.611
0.745,0.5,0.618
0.865,0.745,0.66
0.958,0.736,0.652
0.656,0.34,0.77
0.684,0.422,0.81
0.469,0.74,0.3
0.364,0.774,0.361
0.98,0.897,0.891
0.917,0.647,0.927
0.615,0.767,0.68
0.061,0.786,0.45
0.296,0.65,0.358
0.167,0.454,0.148
0.5,0.186,0.318
0.156,0.54,0.275
0.296,0.69,0.536
0.458,0.278,0.491
0.439,0.441,0.583
0.458,0.392,0.627
0.209,0.25,0.356
0.459,0.294,0.473
0.5,0.557,0.255
0.562,0.42,0.392
0.385,0.461,0.421
0.62,0.256,0.339
0.552,0.441,0.204
0.396,0.418,0.241
0.86,0.536,0.424
0.357,0.41,0.429
0.837,0.365,0.455
0.719,0.587,0.398
0.656,0.415,0.408
0.729,0.51,0.48
0.583,0.497,0.436
0.667,0.406,0.6
0.735,0.78,0.465
0.438,0.353,0.336
0.48,0.259,0.436
0.538,0.464,0.62
0.344,0.41,0.333
0.32,0.309,0.444
0.646,0.375,0.537
0.265,0.612,0.491
0.58,0.41,0.39
0.399,0.357,0.498
0.427,0.449,0.39
0.398,0.554,0.562
0.104,0.396,0.24
0.729,0.278,0.333
0.51,0.73,0.46
0.406,0.5,0.387
0.388,0.33,0.237
0.182,0.417,0.342
0.312,0.525,0.278
0.52,0.51,0.553
0.309,0.367,0.25
0.24,0.5,0.136
0.302,0.372,0.33
0.312,0.41,0.161
0.541,0.35,0.482
0.552,0.28,0.302
0.698,0.406,0.295
0.177,0.553,0.57
0.156,0.5,0.473
0.194,0.545,0.345
0.125,0.625,0.373
0.255,0.775,0.745
0.327,0.449,0.373
0.25,0.559,0.365
0.567,0.488,0.691
0.344,0.429,0.357
0.184,0.594,0.311
0.073,0.509,0.286
0.094,0.823,0.463
0.344,0.442,0.482
0.151,0.6,0.339
0.5,0.25,0.314
0.531,0.363,0.34
0.61,0.363,0.427
0.367,0.427,0.366
0.521,0.278,0.452
0.506,0.5,0.394
0.541,0.556,0.412
0.373,0.52,0.561
0.347,0.519,0.759
0.276,0.327,0.296
0.867,0.418,0.519
0.802,0.5,0.38
0.549,0.455,0.451
0.49,0.412,0.432
0.684,0.265,0.735
0.806,0.255,0.745
0.562,0.392,0.38
0.306,0.184,0.268
0.302,0.363,0.368
0.398,0.385,0.396
0.437,0.363,0.412
0.229,0.451,0.415
0.74,0.427,0.317
0.792,0.284,0.424
0.354,0.423,0.287
0.802,0.66,0.475
0.656,0.48,0.358
0.781,0.79,0.407
0.26,0.806,0.685
0.271,0.787,0.61
0.729,0.245,0.315
0.521,0.361,0.358
0.724,0.694,0.529
0.719,0.764,0.566
0.596,0.337,0.318
0.847,0.635,0.448
0.531,0.491,0.414
0.625,0.275,0.414
0.684,0.327,0.545
0.663,0.25,0.385
0.582,0.283,0.447
0.427,0.472,0.39
0.646,0.222,0.356
0.146,0.689,0.587
0.612,0.23,0.241
0.648,0.552,0.525
0.22,0.327,0.286
0.562,0.276,0.277
0.094,0.796,0.567
0.735,0.536,0.52
0.625,0.651,0.509
0.714,0.337,0.548
0.265,0.694,0.366
0.265,0.951,0.74
0.378,0.54,0.538
0.163,0.677,0.543
0.052,0.713,0.37
0.16,0.775,0.298
0.418,0.41,0.332
0.469,0.4,0.37
0.562,0.327,0.675
0.586,0.588,0.792
0.51,0.327,0.5
0.469,0.57,0.509
0.163,0.673,0.337
0.01,0.696,0.209
0.521,0.408,0.474
0.765,0.571,0.6
0.408,0.565,0.481
0.594,0.677,0.464
0.55,0.51,0.443
0.844,0.384,0.566
0.646,0.343,0.625
0.739,0.426,0.594
0.5,0.531,0.481
0.448,0.365,0.417
0.323,0.896,0.713
0.235,0.798,0.738
0.19,0.815,0.614
0.792,0.643,0.456
0.177,0.594,0.455
0.543,0.459,0.356
0.597,0.441,0.382
0.729,0.37,0.33
0.47,0.41,0.439
0.333,0.717,0.296
0.5,0.356,0.373
0.445,0.373,0.241
0.448,0.183,0.268
0.34,0.491,0.394
0.653,0.533,0.67
0.622,0.64,0.642
0.469,0.388,0.465
0.592,0.529,0.5
0.406,0.353,0.377
0.36,0.602,0.395
0.48,0.5,0.454
0.427,0.694,0.325
0.614,0.212,0.296
0.521,0.472,0.44
0.594,0.61,0.4
0.51,0.452,0.425
0.408,0.337,0.457
0.451,0.378,0.44
0.51,0.353,0.336
0.388,0.273,0.545
0.52,0.358,0.709
0.625,0.453,0.755
0.49,0.357,0.418
0.378,0.5,0.455
0.333,0.713,0.51
0.388,0.871,0.627
0.143,0.741,0.535
0.429,0.298,0.474
0.173,0.373,0.221
0.323,0.667,0.673
0.333,0.48,0.562
0.292,0.67,0.42
0.469,0.57,0.792
0.686,0.619,0.47
0.479,0.363,0.362
0.573,0.698,0.585
0.465,0.559,0.596
0.635,0.298,0.553
0.66,0.76,0.563
0.667,0.567,0.509
0.396,0.198,0.405
0.292,0.382,0.375
0.483,0.367,0.509
0.604,0.449,0.462
0.388,0.5,0.268
0.569,0.236,0.591
0.385,0.546,0.463
0.4,0.406,0.217
0.643,0.102,0.395
0.688,0.311,0.491
0.534,0.274,0.309
0.612,0.302,0.639
0.552,0.231,0.398
0.602,0.26,0.426
0.76,0.33,0.381
0.458,0.227,0.336
0.814,0.764,0.435
0.427,0.206,0.268
0.738,0.37,0.294
0.417,0.42,0.439
0.5,0.433,0.31
0.094,0.692,0.289
0.104,0.608,0.269
0.082,0.68,0.422
0.531,0.5,0.596
0.324,0.409,0.48
0.56,0.357,0.357
0.484,0.42,0.518
0.429,0.525,0.464
0.725,0.26,0.263
0.677,0.294,0.371
0.602,0.38,0.459
0.74,0.276,0.361
0.531,0.442,0.394
0.561,0.283,0.345
0.625,0.24,0.318
0.432,0.48,0.509
0.272,0.235,0.519
0.333,0.818,0.795
0.561,0.245,0.373
0.08,0.79,0.306
0.21,0.798,0.49
0.48,0.425,0.442
0.365,0.945,0.868
0.292,0.794,0.575
0.133,0.918,0.781
0.156,0.958,0.812
0.276,0.441,0.53
0.479,0.75,0.726
0.375,0.619,0.274
0.698,0.429,0.255
0.184,0.823,0.508
0.385,0.88,0.561
0.719,0.365,0.569
0.263,0.775,0.561
0.469,0.431,0.324
0.604,0.34,0.5
0.302,0.824,0.634
0.729,0.6,0.415
0.67,0.24,0.554
0.885,0.529,0.455
0.865,0.5,0.538
0.58,0.407,0.537
0.592,0.388,0.381
0.542,0.32,0.398
0.673,0.388,0.552
0.448,0.417,0.443
0.649,0.47,0.395
0.375,0.363,0.411
0.42,0.41,0.391
0.584,0.349,0.382
0.892,0.654,0.587
0.667,0.269,0.264
0.45,0.38,0.34
0.5,0.23,0.263
0.448,0.57,0.475
0.542,0.375,0.605
0.49,0.261,0.371
0.439,0.337,0.391
0.571,0.547,0.676
0.571,0.367,0.474
0.418,0.49,0.426
0.521,0.549,0.324
0.333,0.398,0.464
0.214,0.78,0.732
0.146,0.874,0.843
0.279,0.647,0.492
0.083,0.846,0.265
0.438,0.545,0.482
0.153,0.833,0.481
0.429,0.51,0.382
0.612,0.44,0.432
0.885,0.575,0.725
0.875,0.614,0.648
0.898,0.592,0.736
0.842,0.6,0.644
0.49,0.344,0.393
0.482,0.49,0.358
0.58,0.375,0.418
0.663,0.455,0.452
0.641,0.583,0.643
0.604,0.173,0.327
0.704,0.276,0.377
0.51,0.4,0.362
0.561,0.34,0.598
0.744,0.296,0.491
0.604,0.167,0.375
0.551,0.139,0.292
0.673,0.314,0.373
0.52,0.509,0.309
0.582,0.312,0.492
0.594,0.391,0.455
0.541,0.7,0.422
0.595,0.541,0.304
0.438,0.72,0.441
0.592,0.654,0.5
0.562,0.635,0.412
0.583,0.402,0.375
0.323,0.356,0.295
0.52,0.663,0.585
0.708,0.333,0.394
0.93,0.624,0.471
0.156,0.714,0.269
0.292,0.608,0.328
0.24,0.402,0.116
0.292,0.461,0.202
0.677,0.569,0.763
0.49,0.48,0.387
0.816,0.528,0.558
0.837,0.527,0.6
0.177,0.731,0.377
0.677,0.5,0.404
0.875,0.557,0.562
0.677,0.363,0.747
0.594,0.442,0.813
0.612,0.44,0.708
0.583,0.781,0.853
0.602,0.35,0.72
0.61,0.284,0.449
0.296,0.555,0.212
0.714,0.491,0.52
0.49,0.222,0.224
0.24,0.4,0.214
0.5,0.472,0.702
0.194,0.562,0.24
0.896,0.375,0.656
0.866,0.39,0.676
0.781,0.37,0.682
0.5,0.562,0.547
0.725,0.445,0.564
0.87,0.418,0.833
0.122,0.417,0.25
0.177,0.392,0.226
0.552,0.51,0.505
0.542,0.363,0.302
0.5,0.287,0.318
0.344,0.68,0.594
0.54,0.25,0.371
0.248,0.337,0.212
0.458,0.515,0.429
0.51,0.388,0.387
0.531,0.283,0.36
0.347,0.806,0.519
0.643,0.405,0.569
0.592,0.38,0.75
0.969,0.613,0.708
0.541,0.322,0.445
0.51,0.333,0.482
0.281,0.49,0.278
0.571,0.289,0.544
0.571,0.324,0.368
0.49,0.51,0.466
0.448,0.565,0.455
0.354,0.173,0.233
0.677,0.438,0.481
0.833,0.578,0.755
0.82,0.579,0.703
0.776,0.399,0.616
0.906,0.422,0.806
0.786,0.34,0.717
0.786,0.407,0.651
0.694,0.44,0.509
0.375,0.453,0.298
0.439,0.459,0.403
0.743,0.5,0.741
0.661,0.398,0.882
0.104,0.479,0.221
0.265,0.677,0.5
0.229,0.49,0.336
0.542,0.24,0.327
0.51,0.365,0.339
0.592,0.423,0.571
0.398,0.556,0.48
0.295,0.337,0.596
0.417,0.412,0.425
0.33,0.441,0.6
0.385,0.717,0.317
0.76,0.646,0.593
0.806,0.509,0.625
0.934,0.662,0.647
0.26,0.761,0.674
0.888,0.509,0.614
0.656,0.56,0.642
0.771,0.643,0.7
0.385,0.698,0.432
0.71,0.37,0.439
0.042,0.87,0.536
0.083,0.719,0.418
0.122,0.769,0.308
0.833,0.63,0.667
0.898,0.536,0.769
0.237,0.804,0.411
0.542,0.358,0.381
0.757,0.406,0.454
0.635,0.49,0.389
0.429,0.46,0.541
0.151,0.596,0.518
0.306,0.571,0.289
0.23,0.63,0.3
0.312,0.716,0.216
0.4,0.37,0.541
0.271,0.302,0.368
0.385,0.396,0.339
0.719,0.225,0.726
0.635,0.304,0.712
0.622,0.204,0.528
0.479,0.337,0.438
0.541,0.423,0.507
0.592,0.588,0.602
0.143,0.643,0.552
0.122,0.8,0.536
0.58,0.327,0.404
0.708,0.519,0.425
0.76,0.53,0.655
0.465,0.474,0.433
0.586,0.644,0.509
0.368,0.407,0.282
0.531,0.309,0.353
0.497,0.448,0.407
0.385,0.625,0.352
0.802,0.588,0.812
0.327,0.696,0.482
0.796,0.689,0.596
0.062,0.73,0.48
0.531,0.481,0.5
0.48,0.547,0.58
0.417,0.577,0.43
0.479,0.745,0.517
0.153,0.76,0.462
0.356,0.737,0.481
0.708,0.5,0.333
0.604,0.71,0.567
0.73,0.639,0.353
0.633,0.343,0.491
0.438,0.398,0.388
0.157,0.461,0.324
0.316,0.392,0.412
0.735,0.49,0.606
0.396,0.402,0.535
0.594,0.317,0.481
0.479,0.583,0.5
0.719,0.616,0.543
0.643,0.559,0.387
0.406,0.481,0.67
0.719,0.564,0.782
0.806,0.667,0.923
0.49,0.397,0.375
0.396,0.37,0.3
0.408,0.298,0.471
0.422,0.304,0.327
0.49,0.356,0.42
0.398,0.462,0.448
0.438,0.25,0.308
0.548,0.388,0.482
0.438,0.425,0.64
0.573,0.453,0.415
0.304,0.65,0.5
0.735,0.667,0.429
0.531,0.344,0.426
0.49,0.309,0.411
0.6,0.406,0.426
0.612,0.225,0.49
0.367,0.481,0.618
0.471,0.449,0.717
0.552,0.531,0.596
0.594,0.442,0.697
0.708,0.427,0.617
0.698,0.229,0.718
0.59,0.41,0.615
0.625,0.453,0.693
0.479,0.274,0.546
0.571,0.57,0.788
0.323,0.657,0.481
0.684,0.351,0.579
0.365,0.48,0.464
0.208,0.685,0.426
0.562,0.346,0.382
0.729,0.357,0.364
0.48,0.398,0.318
0.594,0.394,0.407
0.49,0.567,0.604
0.896,0.655,0.536
0.969,0.844,0.575
0.796,0.877,0.519
0.63,0.461,0.5
0.781,0.29,0.491
0.684,0.417,0.714
0.44,0.42,0.345
0.888,0.26,0.231
0.594,0.184,0.725
0.573,0.433,0.557
0.693,0.443,0.312
0.594,0.472,0.396
0.427,0.31,0.225
0.276,0.74,0.343
0.188,0.7,0.373
0.219,0.796,0.51
0.26,0.598,0.5
0.51,0.388,0.382
0.218,0.627,0.411
0.194,0.685,0.362
0.115,0.633,0.27
0.469,0.569,0.474
0.469,0.271,0.257
0.375,0.235,0.307
0.581,0.337,0.455
0.5,0.473,0.473
0.379,0.62,0.392
0.438,0.425,0.353
0.323,0.64,0.422
0.667,0.413,0.453
0.52,0.34,0.405
0.469,0.255,0.287
0.208,0.5,0.228
0.302,0.49,0.441
0.419,0.679,0.452
0.133,0.75,0.396
0.094,0.802,0.482
0.092,0.78,0.472
0.26,0.48,0.406
0.126,0.53,0.349
0.48,0.531,0.702
0.406,0.412,0.33
0.378,0.602,0.594
0.115,0.64,0.309
0.759,0.196,0.343
0.3,0.226,0.157
0.531,0.229,0.25
0.74,0.132,0.391
0.439,0.561,0.519
0.42,0.31,0.412
0.21,0.755,0.491
0.146,0.794,0.406
0.167,0.929,0.777
0.459,0.538,0.554
0.357,0.865,0.736
0.327,0.677,0.675
0.344,0.481,0.382
0.698,0.467,0.658
0.635,0.385,0.417
0.594,0.896,0.735
0.336,0.282,0.337
0.204,0.427,0.272
0.041,0.843,0.346
0.26,0.852,0.356
0.135,0.817,0.408
0.479,0.667,0.345
0.219,0.558,0.272
0.173,0.469,0.37
0.469,0.452,0.463
0.602,0.534,0.351
0.56,0.418,0.637
0.929,0.269,0.588
0.91,0.279,0.696
0.929,0.264,0.8
0.929,0.361,0.623
0.46,0.354,0.379
0.271,0.771,0.429
0.146,0.615,0.296
0.6,0.41,0.532
0.245,0.471,0.231
0.448,0.684,0.337
0.208,0.564,0.209
0.304,0.596,0.406
0.439,0.598,0.278
0.245,0.48,0.196
0.552,0.316,0.324
0.529,0.461,0.418
0.816,0.5,0.782
0.885,0.639,0.676
0.407,0.538,0.402
0.344,0.569,0.39
0.417,0.722,0.789
0.375,0.726,0.417
0.229,0.694,0.298
0.167,0.593,0.424
0.5,0.376,0.298
0.286,0.35,0.402
0.38,0.519,0.51
0.25,0.608,0.444
0.73,0.676,0.883
0.163,0.333,0.148
0.639,0.39,0.432
0.45,0.479,0.545
0.59,0.49,0.49
0.698,0.545,0.412
0.219,0.684,0.585
0.06,0.971,0.475
0.327,0.462,0.538
0.292,0.39,0.212
0.51,0.657,0.604
0.048,0.942,0.525
0.188,0.81,0.482
0.552,0.53,0.528
0.052,0.804,0.644
0.031,0.91,0.518
0.816,0.453,0.587
0.521,0.587,0.395
0.86,0.452,0.593
0.792,0.275,0.309
0.365,0.304,0.223
0.133,0.562,0.264
0.36,0.298,0.28
0.58,0.19,0.302
0.316,0.75,0.57
0.564,0.55,0.536
0.344,0.42,0.389
0.521,0.472,0.434
0.46,0.784,0.387
0.333,0.548,0.412
0.398,0.792,0.616
0.52,0.73,0.51
0.388,0.26,0.36
0.312,0.528,0.442
0.646,0.137,0.291
0.559,0.335,0.364
0.656,0.185,0.365
0.573,0.35,0.45
0.573,0.441,0.395
0.635,0.52,0.31
0.49,0.173,0.425
0.469,0.22,0.287
0.418,0.286,0.377
0.604,0.245,0.382
0.135,0.635,0.145
0.551,0.68,0.925
0.268,0.471,0.205
0.32,0.367,0.231
0.059,0.385,0.218
0.408,0.439,0.441
0.698,0.61,0.445
0.51,0.789,0.288
0.255,0.569,0.542
0.198,0.784,0.609
0.406,0.5,0.351
0.592,0.255,0.385
0.711,0.49,0.349
0.604,0.44,0.475
0.531,0.402,0.534
0.555,0.566,0.661
0.469,0.27,0.524
0.643,0.481,0.549
0.52,0.586,0.569
0.49,0.806,0.695
0.417,0.62,0.602
0.516,0.42,0.554
0.592,0.38,0.404
0.638,0.613,0.557
0.365,0.415,0.485
0.592,0.573,0.562
0.429,0.472,0.353
0.562,0.49,0.529
0.667,0.613,0.325
0.344,0.406,0.411
0.573,0.307,0.398
0.39,0.471,0.386
0.594,0.481,0.557
0.694,0.461,0.571
0.51,0.71,0.754
0.302,0.361,0.365
0.38,0.519,0.368
0.388,0.708,0.517
0.219,0.353,0.144
0.622,0.5,0.407
0.417,0.684,0.433
0.561,0.59,0.509
0.398,0.519,0.387
0.302,0.69,0.526
0.385,0.806,0.565
0.49,0.271,0.483
0.806,0.684,0.814
0.448,0.471,0.327
0.708,0.471,0.569
0.354,0.363,0.426
0.426,0.491,0.352
0.167,0.912,0.75
0.156,0.961,0.777
0.24,0.863,0.787
0.146,0.959,0.742
0.051,0.851,0.627
0.125,0.837,0.81
0.173,0.92,0.787
0.167,0.963,0.732
0.327,0.868,0.693
0.875,0.41,0.683
0.865,0.551,0.446
0.667,0.519,0.63
0.146,0.705,0.355
0.594,0.442,0.509
0.74,0.472,0.583
0.469,0.497,0.675
0.337,0.37,0.413
0.337,0.521,0.518
0.344,0.612,0.393
0.281,0.343,0.358
0.48,0.719,0.473
0.333,0.566,0.375
0.306,0.847,0.278
0.448,0.395,0.362
0.406,0.509,0.473
0.561,0.404,0.444
0.714,0.235,0.375
0.857,0.62,0.682
0.445,0.462,0.33
0.153,0.676,0.309
0.694,0.6,0.392
0.396,0.423,0.185
0.399,0.537,0.427
0.292,0.559,0.567
0.59,0.543,0.4
0.802,0.21,0.606
0.553,0.221,0.49
0.344,0.633,0.618
0.708,0.503,0.583
0.604,0.236,0.43
0.48,0.363,0.468
0.52,0.214,0.592
0.51,0.27,0.351
0.583,0.804,0.633
0.543,0.441,0.415
0.729,0.115,0.43
0.583,0.317,0.456
0.688,0.291,0.389
0.771,0.18,0.503
0.563,0.337,0.316
0.604,0.655,0.731
0.48,0.539,0.441
0.531,0.625,0.5
0.688,0.554,0.661
0.878,0.294,0.642
0.271,0.549,0.255
0.865,0.73,0.75
0.755,0.6,0.8
0.438,0.65,0.625
0.531,0.4,0.31
0.357,0.519,0.466
0.354,0.649,0.541
0.602,0.255,0.35
0.663,0.587,0.784
0.265,0.745,0.431
0.429,0.49,0.426
0.398,0.53,0.385
0.406,0.382,0.424
0.643,0.382,0.438
0.449,0.52,0.49
0.417,0.44,0.455
0.582,0.348,0.4
0.153,0.167,0.196
0.167,0.139,0.255
0.302,0.549,0.578
0.194,0.217,0.125
0.865,0.509,0.591
0.441,0.37,0.375
0.429,0.343,0.38
0.398,0.573,0.282
0.439,0.423,0.763
0.612,0.588,0.404
0.31,0.627,0.954
0.24,0.824,0.75
0.643,0.38,0.58
0.66,0.259,0.491
0.651,0.24,0.456
0.604,0.201,0.5
0.208,0.78,0.37
0.208,0.764,0.449
0.469,0.236,0.336
0.284,0.471,0.287
0.365,0.333,0.37
0.417,0.37,0.291
0.31,0.47,0.368
0.292,0.575,0.386
0.461,0.309,0.531
0.375,0.633,0.386
0.49,0.653,0.655
0.562,0.565,0.429
0.417,0.667,0.31
0.561,0.427,0.518
0.684,0.642,0.652
0.378,0.426,0.604
0.854,0.596,0.759
0.76,0.755,0.833
0.724,0.352,0.306
0.602,0.49,0.517
0.439,0.593,0.682
0.357,0.417,0.767
0.53,0.23,0.336
0.208,0.808,0.679
0.745,0.49,0.441
0.588,0.373,0.41
0.449,0.255,0.353
0.53,0.306,0.408
0.41,0.418,0.368
0.306,0.417,0.391
0.194,0.448,0.362
0.625,0.377,0.358
0.552,0.633,0.481
0.656,0.431,0.309
0.551,0.28,0.277
0.5,0.179,0.312
0.42,0.469,0.421
0.49,0.81,0.802
0.375,0.88,0.654
0.427,0.854,0.645
0.112,0.69,0.505
0.781,0.604,0.547
0.729,0.745,0.5
0.698,0.562,0.462
0.646,0.409,0.475
0.388,0.364,0.298
0.672,0.529,0.509
0.61,0.385,0.364
0.776,0.34,0.322
0.5,0.337,0.568
0.388,0.363,0.464
0.49,0.35,0.682
0.573,0.281,0.435
0.469,0.368,0.421
0.49,0.385,0.402
0.347,0.545,0.578
0.427,0.222,0.216
0.667,0.441,0.823
0.138,0.31,0.224
0.663,0.557,0.722
0.794,0.784,0.636
0.198,0.647,0.481
0.708,0.52,0.648
0.312,0.481,0.31
0.688,0.433,0.483
0.538,0.206,0.25
0.52,0.422,0.472
0.562,0.284,0.547
0.6,0.59,0.487
0.36,0.814,0.552
0.5,0.32,0.49
0.406,0.449,0.518
0.51,0.469,0.336
0.312,0.44,0.231
0.51,0.49,0.464
0.479,0.51,0.527
0.837,0.75,0.917
0.898,0.745,0.868
0.104,0.938,0.603
0.438,0.402,0.544
0.292,0.64,0.518
0.177,0.745,0.423
0.66,0.314,0.342
0.667,0.49,0.644
0.61,0.265,0.37
0.194,0.667,0.408
0.479,0.802,0.519
0.365,0.423,0.361
0.323,0.527,0.52
0.469,0.588,0.439
0.885,0.33,0.429
0.418,0.729,0.5
0.5,0.552,0.607
0.254,0.833,0.604
0.68,0.525,0.718
0.25,0.72,0.357
0.753,0.429,0.5
0.684,0.392,0.451
0.833,0.373,0.518
0.624,0.471,0.388
0.323,0.49,0.222
0.936,0.792,0.921
0.5,0.637,0.422
0.365,0.457,0.333
0.49,0.441,0.578
0.645,0.481,0.605
0.667,0.481,0.61
0.837,0.284,0.37
0.531,0.472,0.482
0.917,0.38,0.641
0.535,0.365,0.191
0.459,0.434,0.375
0.74,0.538,0.758
0.71,0.622,0.51
0.74,0.593,0.609
0.493,0.375,0.407
0.112,0.69,0.472
0.135,0.775,0.585
0.217,0.418,0.368
0.823,0.655,0.596
0.84,0.708,0.579
0.809,0.736,0.527
0.748,0.519,0.618
0.625,0.324,0.519
0.427,0.367,0.386
0.469,0.3,0.279
0.542,0.206,0.442
0.612,0.333,0.702
0.686,0.314,0.33
0.573,0.539,0.5
0.604,0.71,0.828
0.89,0.527,0.812
0.76,0.547,0.649
0.771,0.611,0.613
0.918,0.698,0.833
0.938,0.623,0.66
0.99,0.673,0.83
0.939,0.575,0.923
0.469,0.333,0.33
0.656,0.69,0.758
0.357,0.52,0.44
0.333,0.481,0.361
0.635,0.46,0.462
0.375,0.413,0.356
0.719,0.745,0.742
0.552,0.378,0.222
0.375,0.375,0.326
0.276,0.49,0.272
0.794,0.349,0.684
0.438,0.439,0.675
0.762,0.365,0.637
0.615,0.587,0.355
0.542,0.7,0.706
0.678,0.602,0.61
0.459,0.316,0.462
0.469,0.573,0.615
0.5,0.327,0.464
0.469,0.2,0.283
0.552,0.226,0.391
0.51,0.404,0.33
0.245,0.59,0.37
0.062,0.5,0.293
0.115,0.577,0.343
0.13,0.598,0.227
0.582,0.462,0.6
0.479,0.5,0.5
0.347,0.425,0.411
0.5,0.51,0.473
0.622,0.333,0.526
0.531,0.26,0.38
0.633,0.519,0.434
0.327,0.367,0.333
0.594,0.347,0.412
0.385,0.154,0.302
0.41,0.265,0.227
0.5,0.245,0.168
0.255,0.886,0.418
0.823,0.361,0.546
0.99,0.471,0.76
0.865,0.306,0.596
0.562,0.311,0.481
0.396,0.202,0.293
0.559,0.423,0.439
0.635,0.75,0.592
0.373,0.54,0.282
0.133,0.64,0.474
0.084,0.52,0.422
0.406,0.363,0.343
0.802,0.528,0.529
0.204,0.75,0.349
0.49,0.265,0.186
0.122,0.882,0.643
0.122,0.832,0.571
0.115,0.547,0.379
0.27,0.837,0.588
0.774,0.213,0.364
0.5,0.438,0.384
0.698,0.608,0.462
0.28,0.53,0.394
0.677,0.577,0.72
0.448,0.469,0.479
0.408,0.167,0.336
0.416,0.373,0.361
0.427,0.358,0.439
0.439,0.455,0.465
0.255,0.74,0.322
0.49,0.471,0.434
0.46,0.402,0.333
0.69,0.198,0.604
0.51,0.115,0.673
0.49,0.5,0.355
0.884,0.585,0.655
0.719,0.755,0.543
0.643,0.396,0.731
0.561,0.425,0.361
0.469,0.528,0.527
0.52,0.474,0.35
0.479,0.468,0.381
0.656,0.546,0.519
0.344,0.651,0.29
0.286,0.5,0.246
0.439,0.491,0.441
0.561,0.439,0.5
0.312,0.627,0.474
0.5,0.509,0.327
0.479,0.588,0.391
0.542,0.54,0.393
0.771,0.546,0.806
0.66,0.642,0.701
0.705,0.288,0.673
0.582,0.38,0.552
0.49,0.509,0.623
0.562,0.208,0.3
0.39,0.442,0.43
0.26,0.487,0.4
0.092,0.57,0.373
0.469,0.413,0.509
0.312,0.425,0.402
0.427,0.591,0.75
0.521,0.64,0.644
0.494,0.65,0.53
0.459,0.549,0.643
0.408,0.794,0.634
0.573,0.294,0.361
0.75,0.721,0.779
0.448,0.794,0.664
0.344,0.481,0.422
0.229,0.74,0.516
0.51,0.653,0.736
0.693,0.558,0.729
0.281,0.402,0.375
0.48,0.549,0.5
0.042,0.676,0.183
0.257,0.755,0.564
0.551,0.552,0.675
0.281,0.451,0.155
0.469,0.493,0.321
0.296,0.43,0.227
0.163,0.5,0.267
0.286,0.458,0.368
0.385,0.573,0.518
0.306,0.683,0.419
0.424,0.306,0.268
0.552,0.358,0.473
0.51,0.343,0.434
0.562,0.352,0.406
0.637,0.545,0.327
0.286,0.426,0.396
0.276,0.34,0.29
0.438,0.332,0.339
0.375,0.673,0.773
0.47,0.414,0.407
0.74,0.325,0.194
0.417,0.422,0.349
0.562,0.28,0.284
0.625,0.373,0.538
0.625,0.441,0.497
0.385,0.353,0.314
0.367,0.583,0.697
0.429,0.519,0.565
0.229,0.696,0.419
0.562,0.373,0.618
0.38,0.578,0.74
0.208,0.519,0.598
0.28,0.63,0.573
0.688,0.568,0.398
0.05,0.769,0.404
0.146,0.918,0.543
0.203,0.577,0.333
0.133,0.53,0.37
0.466,0.441,0.451
0.429,0.462,0.411
0.327,0.615,0.343
0.562,0.65,0.75
0.219,0.783,0.509
0.163,0.603,0.347
0.296,0.816,0.446
0.229,0.76,0.412
0.52,0.58,0.464
0.219,0.445,0.24
0.082,0.713,0.356
0.219,0.594,0.432
0.39,0.426,0.308
